Plot_ID,Date,stage,B2,B3,B4,RE1,RE2,RE3,NIR,RE4,SWIR1,SWIR2,VV,VH
52,14-01-2019,EVS,0.1314304,0.1145598,0.0954515,0.1165558,0.12905,0.1368659,0.1216458,0.1303903,0.0388416,0.0196929,-15.106,-35.071
68,05-03-2019,LVS,0.0995965,0.0847871,0.0576223,0.0784836,0.2444532,0.3904501,0.3707888,0.4165502,0.1569447,0.0686147,-16.327,-20.723
54,05-03-2019,LVS,0.0993444,0.0865976,0.0567818,0.0822318,0.2697547,0.4169959,0.3939814,0.4459978,0.1716783,0.0730996,-15.987,-19.087
51,23-02-2018,MVS,0.1150111,0.1006919,0.0697776,0.0950851,0.2555349,0.3667782,0.3467201,0.3919574,0.1626346,0.0699872,-10.745,-16.252
4,05-03-2019,LVS,0.1009565,0.088034,0.0598565,0.0864546,0.2572074,0.3961446,0.3759465,0.4232053,0.155998,0.0695943,-13.071,-19.714
40,25-03-2018,ERS,0.1354873,0.1166689,0.0894805,0.1040177,0.2321784,0.3584443,0.3465766,0.3954704,0.1655635,0.0722692,-12.484,-22.727
32,30-03-2019,ERS,0.1216277,0.1088253,0.078774,0.1053337,0.2453565,0.3682689,0.3572527,0.4079349,0.1511179,0.0662919,-12.289,-14.448
51,09-04-2018,LRS,0.1119458,0.1048863,0.0737292,0.1083944,0.2614833,0.3614474,0.3397525,0.3981177,0.1597174,0.0708918,-10.442,-15.613
64,29-01-2018,EVS,0.1277941,0.1143688,0.0994181,0.1229112,0.1530965,0.1659156,0.1499277,0.1654253,0.0667069,0.0355372,-13.285,-21.176
95,24-04-2019,MS,0.1127375,0.1104273,0.0865313,0.1261982,0.2558257,0.3224568,0.3104308,0.3564221,0.2033703,0.1054459,-11.337,-18.619
78,24-04-2019,MS,0.1149054,0.1142121,0.0937021,0.1396823,0.278112,0.3509621,0.3486529,0.3885425,0.2306155,0.1256521,-12.245,-18.994
16,03-02-2019,EVS,0.1233232,0.1105793,0.0847561,0.1147356,0.1653832,0.1866743,0.1666844,0.1835311,0.0700803,0.0362105,-10.732,-22.151
64,05-03-2019,LVS,0.0988752,0.0852396,0.0554558,0.0787397,0.2475547,0.3721988,0.3546145,0.3986797,0.1478975,0.0647047,-14.064,-19.326
81,23-02-2019,MVS,0.1061151,0.0913484,0.0617125,0.0878034,0.2272555,0.3107223,0.3095562,0.3283769,0.1540816,0.0735356,-13.013,-20.153
81,09-04-2018,LRS,0.1155961,0.1054082,0.0784468,0.1098155,0.2265274,0.2957299,0.2967725,0.3231591,0.163695,0.0830799,-12.245,-16.432
3,04-05-2019,MS,0.1534321,0.162225,0.1985708,0.2307324,0.2819272,0.3233129,0.3239762,0.3674918,0.3962933,0.2631912,-12.528,-19.732
52,24-04-2018,MS,0.1150039,0.1068324,0.0915417,0.1168959,0.2058004,0.2595311,0.2453427,0.2907648,0.1917199,0.1043712,-9.216,-13.507
82,09-04-2018,LRS,0.1140097,0.1056643,0.0800675,0.1118422,0.2236617,0.2946663,0.2823344,0.3223749,0.1667585,0.0806923,-10.91,-16.728
98,24-04-2019,MS,0.1164598,0.1140765,0.1052806,0.1420018,0.2368973,0.2853364,0.275067,0.3152497,0.2300236,0.1300497,-11.645,-16.775
57,23-02-2018,MVS,0.1149974,0.1017854,0.0682746,0.0957353,0.2624332,0.3724402,0.3560177,0.3973312,0.1704474,0.0755538,-9.885,-15.738
10,14-04-2019,LRS,0.1200268,0.1181106,0.0935275,0.1374816,0.2881986,0.3679355,0.3611212,0.4122716,0.2165139,0.1089587,-11.62,-17.234
4,05-03-2018,LVS,0.1225983,0.1112847,0.0928463,0.1194232,0.2289128,0.3052735,0.2992601,0.3297321,0.1919148,0.1097737,-11.467,-18.591
45,30-03-2019,ERS,0.1193017,0.1069214,0.0768063,0.1032629,0.2407599,0.3557546,0.3448921,0.392343,0.1469904,0.0640192,-12.973,-15.92
41,24-04-2018,MS,0.1145019,0.1060633,0.0825131,0.1113763,0.2334705,0.3108331,0.2967105,0.3461511,0.1885655,0.0931036,-5.583,-13.012
59,05-03-2019,LVS,0.0975411,0.082763,0.0543049,0.0759479,0.2581728,0.4193783,0.4059463,0.4512886,0.1652562,0.0700348,-16.91,-19.884
19,14-04-2019,LRS,0.1163878,0.1111599,0.0877471,0.1243918,0.2542297,0.3231377,0.3100924,0.3570063,0.1927679,0.0997117,-12.175,-20.009
14,05-03-2018,LVS,0.1151518,0.1000004,0.0733488,0.0946855,0.238526,0.3615101,0.3592394,0.3926361,0.168091,0.0773029,-12.242,-18.194
67,23-02-2018,MVS,0.125153,0.1146043,0.0936039,0.1217824,0.2066372,0.2513332,0.2312214,0.2665658,0.1628068,0.09129,-9.841,-17.571
91,30-03-2019,ERS,0.1229587,0.1129418,0.0861423,0.1167887,0.2401787,0.3234773,0.31398,0.3560917,0.1687105,0.0840605,-11.377,-16.307
67,09-04-2018,LRS,0.1188126,0.1116423,0.0907073,0.1240916,0.2302828,0.2906474,0.2723737,0.3222539,0.1914255,0.1056026,-9.56,-15.014
79,05-03-2018,LVS,0.1168089,0.1034234,0.0754504,0.1009458,0.2405044,0.3320513,0.3360713,0.3596357,0.152821,0.0709086,-12.338,-16.567
18,30-03-2019,ERS,0.123612,0.1143571,0.0897802,0.118753,0.232217,0.3029257,0.2925247,0.3343147,0.165758,0.0848369,-7.968,-17.398
46,14-04-2019,LRS,0.1149112,0.1093651,0.0815674,0.118542,0.2769427,0.3694326,0.3557865,0.4094232,0.1941397,0.0961351,-13.945,-19.006
57,20-03-2019,ERS,0.1094887,0.0935076,0.0631397,0.0821801,0.2360191,0.3823182,0.3591538,0.4149543,0.1557043,0.0640777,-17.648,-24.268
50,05-03-2019,LVS,0.0978201,0.0839979,0.0550579,0.0781924,0.258572,0.4130149,0.393537,0.4418174,0.1640119,0.0692725,-15.182,-18.125
57,23-02-2019,MVS,0.1050012,0.0908513,0.0577557,0.0853445,0.2667393,0.3880457,0.3682286,0.4088517,0.1758633,0.0752512,-14.967,-19.91
47,13-02-2019,MVS,0.1029723,0.0977971,0.0590872,0.1031859,0.2674373,0.3338063,0.3231884,0.3481306,0.1734592,0.0834939,-10.463,-20.263
80,23-02-2018,MVS,0.1152154,0.1018153,0.0692285,0.0962327,0.2659792,0.4009538,0.3851382,0.429945,0.1812602,0.0796895,-13.903,-19.839
22,04-05-2019,MS,0.1573519,0.1672174,0.207321,0.2424573,0.2917709,0.3321335,0.3317924,0.3795628,0.4227902,0.2787232,-13.244,-19.682
29,14-04-2019,LRS,0.1174294,0.1122595,0.0897059,0.126943,0.2562315,0.3211278,0.3050454,0.3594775,0.2055997,0.1054187,-12.103,-16.297
49,29-01-2018,EVS,0.1272541,0.1145403,0.0942315,0.125143,0.1783398,0.1969502,0.1897147,0.2031029,0.1102363,0.0591149,-11.357,-24.559
23,23-02-2019,MVS,0.103781,0.0884717,0.0565907,0.080279,0.260672,0.4016892,0.3806955,0.4299481,0.1671286,0.0711391,-11.829,-19.267
44,30-03-2019,ERS,0.1186718,0.1042389,0.0745666,0.0972703,0.2297263,0.3594274,0.3494891,0.3978737,0.1360971,0.0577756,-12.549,-17.9
6,04-05-2019,MS,0.1566914,0.1671933,0.2096748,0.2366093,0.2844598,0.3226045,0.3250812,0.3679863,0.3974059,0.2647748,-11.595,-19.922
62,14-04-2019,LRS,0.1164893,0.1117565,0.0896458,0.1265917,0.2527688,0.3217829,0.3085795,0.359302,0.189677,0.0950827,-11.767,-18.373
20,14-04-2019,LRS,0.117839,0.1122475,0.0912387,0.1262595,0.2435248,0.2996395,0.2844628,0.3315921,0.1898379,0.0979443,-15.119,-18.539
76,04-05-2019,MS,0.1561489,0.1648536,0.2076012,0.2422358,0.2920324,0.3344916,0.3372186,0.3802181,0.4082608,0.2740674,-11.29,-21.002
54,24-04-2019,MS,0.1141994,0.1124918,0.0953315,0.1356573,0.2477981,0.2972449,0.2866678,0.3302075,0.2223622,0.1218835,-11.68,-18.247
79,25-03-2018,ERS,0.137402,0.1201428,0.0946155,0.1111322,0.2306096,0.3338521,0.3256627,0.3675995,0.1516781,0.0690176,-11.973,-16.066
77,05-03-2019,LVS,0.1002196,0.0867267,0.0579414,0.0801718,0.2501539,0.3868545,0.3625736,0.4126271,0.1594029,0.0704793,-13.928,-19.099
47,24-04-2019,MS,0.1127535,0.1103033,0.0885016,0.1303204,0.2644172,0.3303097,0.3255378,0.3654287,0.212901,0.1135356,-12.606,-19.757
62,09-04-2018,LRS,0.1099216,0.0993704,0.0693754,0.1000137,0.2539469,0.3746259,0.3574828,0.4122794,0.1560244,0.069198,-12.05,-16.166
7,05-03-2019,LVS,0.0993969,0.0844072,0.0572231,0.0797389,0.2440257,0.3833402,0.3638376,0.4098936,0.1501242,0.0641492,-14.431,-22.144
24,24-04-2019,MS,0.1210059,0.1224986,0.1158817,0.156131,0.2652649,0.3210768,0.309278,0.3591494,0.2592292,0.1472679,-15.206,-18.775
14,05-03-2019,LVS,0.1008256,0.0864437,0.0601937,0.0818346,0.243232,0.3821451,0.3674293,0.4092345,0.1659232,0.0760026,-13.567,-19.547
77,04-05-2019,MS,0.1454039,0.1522166,0.1724191,0.2169084,0.2834886,0.3265196,0.3229301,0.372288,0.3764866,0.2443038,-12.468,-18.553
68,24-04-2019,MS,0.1160175,0.1170213,0.0952055,0.1453229,0.2805496,0.3411393,0.3350206,0.3798422,0.2398691,0.1282512,-14.695,-16.689
37,03-02-2019,EVS,0.1154931,0.1028683,0.0679509,0.1020815,0.1993519,0.2344976,0.2190956,0.2406696,0.1223511,0.0629735,-8.197,-20.627
6,05-03-2019,LVS,0.0998875,0.0862294,0.0600301,0.0844843,0.2368484,0.3600721,0.3482594,0.3788849,0.1593943,0.07599,-14.869,-17.976
89,05-03-2019,LVS,0.0993307,0.0861295,0.0577945,0.0840155,0.2598974,0.3936849,0.3731458,0.4223612,0.1585985,0.0697128,-13.447,-19.178
56,14-01-2019,EVS,0.1324327,0.1183248,0.0984265,0.1216106,0.1349867,0.1441833,0.1298127,0.1394829,0.0392939,0.0205181,-12.204,-22.297
55,25-03-2018,ERS,0.1347275,0.1151135,0.0880526,0.1012495,0.2289949,0.3595876,0.3491154,0.3941407,0.1560247,0.0671847,-14.667,-23.184
34,23-02-2018,MVS,0.1161623,0.1036251,0.0716087,0.1006511,0.2600114,0.3652889,0.3525584,0.3942927,0.1834354,0.0854611,-10.616,-14.366
27,24-04-2019,MS,0.1168429,0.1168365,0.1014509,0.1487474,0.2701891,0.3277546,0.3144297,0.3623828,0.2467249,0.1364558,-12.822,-18.864
91,03-02-2019,EVS,0.111495,0.0973005,0.0637414,0.0968768,0.2377657,0.2970834,0.2752944,0.3044892,0.1423702,0.0669075,-13.606,-17.167
77,25-03-2018,ERS,0.1368039,0.1160166,0.0912506,0.1023871,0.2179116,0.3449009,0.3289661,0.3772935,0.1481711,0.0632438,-13.713,-21.273
83,24-04-2018,MS,0.1305941,0.1327737,0.1304026,0.1711081,0.2350269,0.2756199,0.2688583,0.3105428,0.261833,0.1675722,-12.74,-15.822
65,05-03-2019,LVS,0.0991242,0.0852831,0.0573637,0.0802299,0.2582862,0.4079577,0.3935753,0.4354815,0.1640447,0.0726825,-16.481,-20.591
21,24-04-2019,MS,0.1174975,0.1195162,0.1072167,0.1489067,0.2378476,0.2761796,0.269689,0.3076133,0.2188025,0.1231604,-12.516,-16.967
40,09-04-2018,LRS,0.1109694,0.103315,0.0716582,0.1052003,0.2617171,0.3738006,0.3532079,0.4098563,0.1682536,0.0740012,-10.234,-13.875
75,30-03-2019,ERS,0.1213479,0.1109614,0.0838772,0.1136645,0.2329187,0.3129254,0.303735,0.3430754,0.1482256,0.0726409,-7.897,-16.704
64,23-02-2018,MVS,0.1214755,0.1143663,0.0811957,0.1215095,0.2783325,0.3432432,0.3328051,0.3648544,0.1517414,0.0660893,-8.882,-19.569
16,05-03-2019,LVS,0.1006231,0.0877043,0.0594042,0.0832592,0.2482594,0.3705337,0.3516974,0.3954406,0.159531,0.0723573,-13.049,-18.874
11,23-02-2019,MVS,0.1068951,0.097096,0.0616454,0.0926218,0.2521477,0.3358966,0.3141089,0.3512205,0.1455752,0.0653414,-11.103,-17.277
48,14-01-2019,EVS,0.128295,0.1132637,0.0960054,0.1174847,0.1409756,0.1514515,0.140775,0.1537033,0.075153,0.0356832,-14.184,-21.802
24,13-02-2019,MVS,0.0981441,0.086485,0.0502629,0.084083,0.2696502,0.3648686,0.3723217,0.3806539,0.1705727,0.0779771,-9.973,-20.196
76,09-04-2018,LRS,0.1113259,0.0997904,0.0726436,0.0988519,0.2363906,0.3443616,0.3313786,0.3791238,0.1626788,0.0769815,-10.304,-19.193
30,23-02-2018,MVS,0.1145054,0.1009159,0.0675492,0.092582,0.2668578,0.3936828,0.3711073,0.4201293,0.1765118,0.0770409,-12.929,-17.707
21,23-02-2019,MVS,0.1051823,0.0916426,0.0589513,0.0885431,0.2669798,0.3853343,0.3693951,0.4119049,0.176547,0.078016,-14.372,-20.906
90,14-04-2019,LRS,0.1159536,0.1091363,0.0882938,0.121328,0.229086,0.2859742,0.268393,0.3211479,0.1795788,0.0897267,-10.563,-19.14
15,29-01-2018,EVS,0.1300192,0.1168831,0.0967417,0.1209355,0.1465343,0.1576097,0.1464803,0.1569467,0.0599084,0.0339771,-12.188,-28.978
21,14-04-2019,LRS,0.1168861,0.1136418,0.0915083,0.1299143,0.2453613,0.3023805,0.2912359,0.3374672,0.185047,0.0946515,-12.611,-19.313
21,09-04-2018,LRS,0.1130978,0.1055387,0.0751092,0.1094507,0.2599159,0.3557478,0.3341374,0.3925848,0.1690421,0.0759452,-11.838,-16.484
48,13-02-2019,MVS,0.0992725,0.0941578,0.0523331,0.096492,0.2997172,0.3948036,0.3835293,0.413565,0.1592156,0.0713566,-10.035,-17.801
67,23-02-2019,MVS,0.1051691,0.0893839,0.0603615,0.0847715,0.2500488,0.3743355,0.3567333,0.4009515,0.1634875,0.0717627,-12.366,-18.6
59,05-03-2018,LVS,0.1134919,0.0982147,0.069757,0.0898095,0.2495325,0.3944478,0.3889929,0.4294231,0.1711197,0.074158,-14.603,-19.532
38,05-03-2019,LVS,0.0994285,0.0854027,0.0568816,0.0810561,0.2575938,0.4037671,0.3870698,0.4291142,0.1702206,0.0769437,-14.912,-23.75
17,20-03-2019,ERS,0.115743,0.1062733,0.0759572,0.1042799,0.2468092,0.3599764,0.339353,0.3947584,0.1558693,0.0695977,-13.118,-17.537
35,23-02-2019,MVS,0.1043097,0.0907106,0.0587946,0.0853684,0.2644415,0.3815565,0.3598561,0.4051379,0.1754677,0.0750969,-13.246,-18.902
6,23-02-2019,MVS,0.1068205,0.0924699,0.0640858,0.0909173,0.2468881,0.3485321,0.3448157,0.3751529,0.1696791,0.0811082,-12.418,-16.46
53,05-03-2019,LVS,0.0996303,0.0857633,0.0562293,0.0804552,0.2658938,0.4126617,0.3949021,0.4401003,0.1725986,0.0733403,-14.343,-24.461
96,13-02-2019,MVS,0.1131933,0.1063651,0.0737295,0.1131483,0.220336,0.2551193,0.24069,0.267907,0.1577432,0.0792996,-9.504,-22.498
80,13-02-2019,MVS,0.1023789,0.0920068,0.0549945,0.0915111,0.2821402,0.3832199,0.3636644,0.4031525,0.1824402,0.0827323,-12.013,-18.351
30,14-04-2019,LRS,0.1168493,0.1136544,0.0858144,0.1298637,0.2919263,0.3784769,0.3556148,0.4193195,0.2188499,0.108104,-11.442,-20.489
39,09-04-2018,LRS,0.1098296,0.1006903,0.0699838,0.1025714,0.2554525,0.3680114,0.353208,0.40674,0.1544016,0.0662979,-10.674,-15.645
98,30-03-2019,ERS,0.1210643,0.1099326,0.080175,0.1079805,0.2393227,0.3521502,0.3419516,0.3907559,0.1504702,0.067936,-10.111,-14.536
14,20-03-2019,ERS,0.1128576,0.0995494,0.0699423,0.0927164,0.2415408,0.3774693,0.3577712,0.4104138,0.1616592,0.0715785,-14.695,-18.699
80,14-01-2018,EVS,0.1376138,0.1185758,0.102259,0.1134561,0.1273547,0.1383465,0.1215289,0.1416155,0.0799266,0.0503649,-12.265,-26.075
34,08-02-2018,EVS,0.095815,0.0890883,0.0581288,0.0954103,0.1727719,0.1964235,0.1596352,0.1990265,0.1029978,0.0535816,-9.959,-18.303
98,08-02-2018,EVS,0.1023116,0.0939638,0.0737828,0.10364,0.1460287,0.1633829,0.1509564,0.1716386,0.0820345,0.0409498,-9.974,-24.342
10,23-02-2019,MVS,0.1055907,0.0905633,0.0613859,0.0850411,0.2453232,0.3613446,0.342916,0.3913991,0.1661683,0.0729058,-12.425,-18.429
24,14-01-2019,EVS,0.1296718,0.1119436,0.0936697,0.1111395,0.1252247,0.1354557,0.1178632,0.1301406,0.0502236,0.0273827,-16.835,-22.208
90,23-02-2019,MVS,0.1039081,0.0903645,0.0582469,0.0850687,0.2579586,0.3880742,0.3754902,0.4191127,0.1543066,0.0658861,-12.104,-22.262
15,04-05-2019,MS,0.1478858,0.1535048,0.182651,0.2216749,0.2775104,0.3164246,0.3133332,0.3608667,0.3919134,0.26001,-11.921,-17.277
47,23-02-2019,MVS,0.1055323,0.0914967,0.0600181,0.0866403,0.2574833,0.3667713,0.348795,0.3875307,0.1697122,0.0766444,-12.275,-17.898
7,08-02-2018,EVS,0.0980818,0.0910381,0.0680206,0.1098689,0.1821109,0.2148555,0.1908011,0.2187219,0.1461802,0.0858916,-9.938,-20.282
81,04-05-2019,MS,0.1561648,0.1656796,0.2039812,0.2236293,0.2741268,0.31037,0.3219145,0.3498114,0.3497998,0.2353878,-15.915,-22.709
24,05-03-2019,LVS,0.0982976,0.082232,0.0543421,0.0752834,0.2506731,0.4106845,0.3949094,0.4425255,0.1618919,0.0703561,-20.104,-29.089
40,05-03-2018,LVS,0.1138542,0.1002478,0.0694647,0.094497,0.2643039,0.3963452,0.3943423,0.4305485,0.187312,0.0839928,-11.883,-17.196
17,24-01-2019,EVS,0.1619013,0.1512681,0.1225529,0.1576826,0.243944,0.2793312,0.262433,0.2974475,0.1908234,0.0984642,-9.525,-20.747
38,04-05-2019,MS,0.1546299,0.1635882,0.2023456,0.2297831,0.2826424,0.3229125,0.3343611,0.3700047,0.3904203,0.2599332,-11.928,-20.754
86,03-02-2019,EVS,0.1177548,0.1069579,0.0741867,0.109518,0.2086894,0.2439178,0.2284364,0.251788,0.1391516,0.0664576,-10.003,-19.161
18,23-02-2018,MVS,0.1188855,0.1039048,0.0778363,0.1026696,0.2274631,0.3188088,0.3071201,0.336508,0.1630407,0.0790029,-13.698,-17.003
56,23-02-2018,MVS,0.1141829,0.1017941,0.0678645,0.0956484,0.2732022,0.4034044,0.3870381,0.4339743,0.1852831,0.0782913,-15.954,-15.574
65,03-02-2019,EVS,0.1243381,0.1194747,0.0835151,0.1242381,0.1928101,0.2236709,0.1973011,0.2204294,0.1045116,0.0544923,-12.897,-22.76
17,14-01-2019,EVS,0.1364852,0.1357465,0.1014675,0.1518313,0.2197842,0.2394576,0.2222573,0.2470689,0.1426625,0.0754807,-13.988,-24.433
93,20-03-2019,ERS,0.1086241,0.0932899,0.0634228,0.0843958,0.241685,0.3957416,0.3814154,0.4323252,0.1652023,0.0697103,-18.083,-26.314
3,14-01-2018,EVS,0.1441605,0.1285578,0.1159205,0.1269256,0.1387589,0.1525875,0.1355997,0.1499622,0.0528012,0.0279614,-14.088,-22.286
94,20-03-2019,ERS,0.1087586,0.0939149,0.0634813,0.083,0.2392116,0.3836815,0.3618184,0.4181529,0.1543517,0.0656942,-16.156,-23.868
64,25-03-2018,ERS,0.1393921,0.1222708,0.0989884,0.1165218,0.2222436,0.2950299,0.2797641,0.3188329,0.14387,0.0669855,-9.282,-14.581
23,05-03-2019,LVS,0.0980344,0.083038,0.0551113,0.0759878,0.2504452,0.4030872,0.3833129,0.4371898,0.1607872,0.0692542,-19.406,-21.707
34,30-03-2019,ERS,0.1203072,0.1084458,0.0780195,0.1055597,0.2432203,0.3615833,0.3493267,0.3987851,0.1548913,0.0685677,-9.919,-16.126
78,05-03-2018,LVS,0.1147104,0.0998253,0.0712644,0.0938177,0.2486354,0.3718491,0.3603142,0.3997026,0.1701675,0.0772229,-15.314,-22.053
17,14-04-2019,LRS,0.1191091,0.1143626,0.0941644,0.1306759,0.2501834,0.3099821,0.2972704,0.3455356,0.1953342,0.1007384,-9.927,-17.46
97,30-03-2019,ERS,0.1224821,0.1104311,0.0822354,0.1072955,0.2398824,0.3539839,0.3452812,0.3930309,0.1502611,0.0684899,-10.708,-14.031
33,24-01-2019,EVS,0.1453583,0.1266266,0.0985064,0.1230461,0.1837219,0.2055577,0.1855598,0.207383,0.1008071,0.0538761,-12.057,-20.913
43,14-04-2019,LRS,0.1144817,0.108774,0.0801196,0.1185659,0.2701783,0.358158,0.3447223,0.3969048,0.1930137,0.0961994,-12.485,-18.802
2,09-04-2018,LRS,0.1104975,0.0983032,0.0712974,0.0956977,0.240412,0.3593364,0.3397087,0.3932141,0.1588677,0.0707397,-15.293,-19.201
76,24-04-2019,MS,0.1159759,0.1143744,0.0984723,0.1409191,0.2575642,0.3214742,0.3166192,0.3562282,0.2239066,0.1267919,-14.107,-21.088
76,05-03-2019,LVS,0.1000634,0.0866913,0.0592407,0.08119,0.2444569,0.3744958,0.3597373,0.3987505,0.1633122,0.0756796,-13.793,-18.723
25,23-02-2018,MVS,0.1152665,0.1010858,0.0685216,0.0946259,0.261811,0.3748872,0.359541,0.4045085,0.1788844,0.0775578,-12.87,-16.495
10,05-03-2019,LVS,0.0999599,0.0854502,0.0587937,0.0791568,0.2426143,0.3847144,0.3630371,0.412136,0.1570392,0.0702597,-14.76,-20.011
21,05-03-2019,LVS,0.0993028,0.0857322,0.0560017,0.0809621,0.2600121,0.3944981,0.3766945,0.425036,0.1605672,0.0688556,-13.303,-21.419
82,14-04-2019,LRS,0.1142156,0.1073106,0.0820436,0.1172489,0.249002,0.3265479,0.3163481,0.3673673,0.1733855,0.0838423,-13.632,-18.494
51,03-02-2019,EVS,0.1144457,0.1033455,0.0677632,0.1045852,0.220857,0.2645997,0.2485995,0.2760847,0.1361889,0.0655974,-8.81,-17.25
35,05-03-2019,LVS,0.1002141,0.0865636,0.0566814,0.0820547,0.2636148,0.4001191,0.3791034,0.4285796,0.1706847,0.0735743,-18.333,-19.788
11,09-04-2018,LRS,0.1135994,0.1065641,0.0818495,0.1155686,0.2205655,0.2732652,0.2574466,0.2990124,0.1474511,0.0736647,-9.787,-15.498
69,05-03-2019,LVS,0.1008697,0.0880167,0.0612366,0.0837402,0.2472554,0.3853706,0.3702655,0.4120252,0.1621019,0.0756791,-12.396,-20.139
14,23-02-2019,MVS,0.1050746,0.090328,0.0598714,0.085064,0.2491378,0.3639104,0.3512552,0.3920216,0.1655868,0.0745985,-14.68,-16.521
59,29-01-2018,EVS,0.1298236,0.1282515,0.0913513,0.1403153,0.2077895,0.2248251,0.219731,0.2274671,0.1127339,0.059742,-11.196,-22.337
81,20-03-2019,ERS,0.1150842,0.104209,0.0741192,0.1000955,0.2308263,0.3356143,0.3309141,0.3620167,0.1507263,0.0697437,-11.289,-17.241
49,24-01-2019,EVS,0.1631936,0.1474711,0.1248309,0.1492246,0.199692,0.2204247,0.1897828,0.2242185,0.1095677,0.0652126,-12.979,-24.305
55,05-03-2018,LVS,0.1132617,0.0991922,0.0685297,0.0935218,0.2618436,0.3910975,0.3796358,0.4236644,0.1767887,0.0773305,-15.134,-18.219
16,30-03-2019,ERS,0.1215495,0.1120841,0.0823912,0.1125117,0.2407481,0.3382928,0.3275945,0.3741661,0.1473982,0.0681179,-9.923,-15.098
25,24-01-2019,EVS,0.1594332,0.1421845,0.1170467,0.1366163,0.1804429,0.1975755,0.1815606,0.1980888,0.083798,0.0444908,-8.676,-20.517
93,05-03-2019,LVS,0.097554,0.0843122,0.0545482,0.0788397,0.2638542,0.4211766,0.4095026,0.4519131,0.1713645,0.0739341,-15.635,-18.969
77,05-03-2018,LVS,0.1144154,0.0995846,0.070802,0.0943312,0.2495111,0.3768449,0.3690544,0.4070542,0.1633475,0.0726298,-14.209,-19.011
53,13-02-2019,MVS,0.1009014,0.0915826,0.0538949,0.0925741,0.2891652,0.3925514,0.3755262,0.4125466,0.1940355,0.0853597,-11.323,-17.312
47,05-03-2019,LVS,0.1002186,0.0878353,0.0583258,0.0843719,0.2638626,0.406093,0.3913658,0.4360531,0.1730688,0.0780372,-13.3,-19.712
27,20-03-2019,ERS,0.1095822,0.0937675,0.0638141,0.082681,0.2403295,0.3992846,0.3750417,0.4358857,0.161781,0.0667118,-17.904,-31.682
20,24-04-2019,MS,0.1163755,0.1146835,0.1040604,0.1419719,0.2318896,0.27116,0.2595976,0.3000333,0.2261846,0.1288228,-13.211,-19.357
89,20-03-2019,ERS,0.1109829,0.0974447,0.0673277,0.0913349,0.2397002,0.3716279,0.3482339,0.4043404,0.1498701,0.0633183,-13.443,-20.166
37,09-04-2018,LRS,0.1125278,0.1030046,0.0742911,0.1083667,0.2533903,0.3571845,0.3488871,0.3947465,0.1751016,0.0847693,-9.284,-15.873
19,09-04-2018,LRS,0.112565,0.1039104,0.0738502,0.1076919,0.263102,0.36503,0.3460161,0.4022775,0.1779047,0.0836889,-13.095,-19.013
65,24-04-2019,MS,0.1148085,0.1153012,0.0875368,0.1343733,0.3017553,0.3919902,0.3920636,0.4282257,0.2161852,0.1090058,-13.32,-19.865
72,05-03-2019,LVS,0.1003179,0.0857442,0.0583864,0.0808133,0.2382282,0.3619546,0.3380866,0.3838809,0.1503952,0.0670148,-14.085,-19.476
92,05-03-2019,LVS,0.0972672,0.0835961,0.0538064,0.0771515,0.2654801,0.4270515,0.4077984,0.456083,0.1673433,0.070517,-16.023,-20.474
8,20-03-2019,ERS,0.1138039,0.104659,0.0722768,0.1021612,0.2566945,0.3767868,0.3546984,0.410525,0.1637402,0.0711144,-12.419,-19.154
80,14-04-2019,LRS,0.1175124,0.1141234,0.0894471,0.1284041,0.2917891,0.3861806,0.3618745,0.4307613,0.2192044,0.1093141,-13.984,-20.32
1,09-04-2018,LRS,0.1108348,0.0982418,0.0707211,0.0961173,0.2498025,0.3828016,0.3680805,0.4275151,0.1749504,0.0778093,-11.205,-17.967
1,24-04-2018,MS,0.1151321,0.1063637,0.085054,0.1126811,0.232681,0.3156919,0.3078417,0.3555797,0.2035923,0.103727,-10.011,-14.53
28,24-04-2018,MS,0.1140326,0.1066893,0.0837445,0.1139267,0.2313043,0.3038586,0.294944,0.3426825,0.1994288,0.1014738,-11.724,-19.116
59,24-04-2019,MS,0.1174297,0.1174616,0.1061584,0.145079,0.2591214,0.3134803,0.3072183,0.3485997,0.2299121,0.1268828,-11.495,-18.25
22,14-04-2019,LRS,0.116445,0.1118337,0.0911684,0.1265796,0.2520243,0.3130212,0.2928904,0.349588,0.204217,0.1046715,-14.156,-19.208
41,09-04-2018,LRS,0.1100924,0.1002972,0.0692286,0.1004878,0.2643719,0.3890281,0.3687059,0.4292029,0.1675525,0.0726453,-12.582,-13.627
59,14-04-2019,LRS,0.1157378,0.1121049,0.0818536,0.125119,0.2871824,0.3806752,0.3746704,0.4233748,0.1992597,0.0975772,-13.089,-21.039
77,14-04-2019,LRS,0.1145495,0.1076832,0.0813639,0.1159577,0.2511639,0.3319513,0.3171553,0.3691471,0.1733552,0.0850346,-14.349,-21.031
93,29-01-2018,EVS,0.1284499,0.1152539,0.0908759,0.1226231,0.1594077,0.1728923,0.1510178,0.1790692,0.0722923,0.0399231,-12.709,-22.932
1,13-02-2019,MVS,0.0985001,0.090298,0.0517564,0.091371,0.2855548,0.3789613,0.3652383,0.3953961,0.1819006,0.0829696,-10.789,-20.315
